title,singer,lyric,genre
Anh Em,Titanium,ấy ấy mấy anh em mình ơi ấy ấy mấy anh em mình ơi không lợi không bần không bạc còn mỗi đam mê vốn nghề ca họa cho đời chẳng tính thói thường xiết chặt dẫn lối đam mê móc tâm hồn lơ lửng nơi khóa đàn mượn cô đơn thách thức tuổi thanh xuân ai cứ đi vì đến như vậy đó anh em rồi thì cũng chẳng bỏ được nhau khi bạn đau tôi thoáng qua suy nghĩ bỗng lặng người khúc ruột trên quặn đau nhưng bạn ơi đàn ông ai lại nói cứ sĩ diện để mày khỏi chọc tao anh em rách lành đùm bọc anh em dở hay đỡ đần anh em cùng xây mơ ước anh em cùng gánh thời gian không lợi không bần không bạc còn mỗi đam mê vốn nghề ca họa cho đời chẳng tính đủng đa đủng đỉnh ểnh ương muôn nơi ấy ấy mấy anh em mình ơi ấy ấy mấy anh em mình ơi trúc mai vui họp sum vầy tứ hải giao tình nghĩa nặng như chung một nhà,rock-viet
Cánh Thư Cuối Cùng,Phú Cường,cánh thư cuối cùng em trao tôi lời cay đắng em xa tôi xa tôi từ đây những con đường giờ ta riêng bước xót xa dẫu thời gian và những ban mai ấy không hân hoan vui đón nắng giọt sương bỗng thấy mình cô đơn những yêu thương khắc ghi bằng năm tháng dại khờ tan mau như cơn mơ người yêu hỡi sao cánh thư không mang lời hẹn hò và nước mắt sao lỡ rơi khi nắng vẫn lung linh kỷ niệm người yêu hỡi sao cánh thư không mang lời giận hờn tình đầu vụt tan những những điều nâng niu cánh thư cuối cùng quên bao điều chưa nói nơi cô đơn lung linh giọt sương nhưng xa vời xa tìm trong ký ức còn giấc mơ thần tiên mình chỉ thấy ấm đôi tay trời đông giá tìm con phố những ngày mưa dông những yêu thương khắc khi vào năm tháng để nước mắt trên cánh thư nhạt nhoà,rock-viet
Mộ Gió,UnlimiteD,đại dương kia xa nghìn trùng bão táp đưa người đi không bao giờ trở lại sóng kêu gào khóc thương vì nỗi xót xa biển hoang sóng vỗ sao lạnh lùng quá chỉ còn đó những ngôi mộ gió không người nỗi xót xa cho người đã khuất thân xác hư hao phiêu dạt đến nơi nào còn linh hồn oan thán nơi đâu trôi dạt đến nơi nào đấng trên cao có thấu những nỗi đau linh hồn kia ta khóc cho phận người linh hồn kia năm tháng trôi về đâu linh hồn kia ta khóc cho phận người linh hồn kia tan tác muôn trùng xa,rock-viet
Đồng Tiền Ma Quái (Bảy Lá Bài OST),Thành Nhân Coco,đồng tiền ma quái khiến ta mê sai khiến ta điên cuồng đồng tiền ma quái khiến ta mệt nhoài chẳng biết ngàу mai vì tiền mà đôi khi ta đã dối dang lông lừa vì tiền mà giờ đâу ta đã chuốt lấу niềm đau tình уêu đang đến với ta vì ta haу chỉ vì tiền mọi người cười vui với ta vì tiền haу vì ta có lẽ nào ta đã luôn sống trong cuộc đời tội lỗi có lẽ nào ta đã đánh mất đời ta tiền đâu nào có lỗi lỗi là chính quên đi công ơn mẹ cha tiền đâu nào có lỗi lỗi là đã đánh rơi gia đình tiền đâu nào có lỗi lỗi là chính ta chẳng biết ai bạn ai bè tiền đâu nào có lỗi lỗi là chính ta không biết ý nghĩa đâu tiền,rock-viet
Thời Gian,Phạm Anh Khoa,khi thời gian đã mang về đây những tháng ngày êm đềm ta còn nghe tiếng đêm về trong giấc ngủ tiếng môi cười khi tình yêu đã mang về đây những ngày tháng vui buồn nhưng chỉ nghe trái tim nhỏ nhoi yếu mềm vẫn kêu gào những êm đềm những vui buồn ngày xưa cuốn theo dòng thời gian ngỡ như là giấc mơ của đời nhau cuốn theo dòng thời gian ngày tắt chỉ còn bóng đêm và những muộn phiền gối đầu chỉ thấy một mình bước đi chẳng thấy ngày mai,rock-viet
Bồ Công Anh,Phạm Anh Khoa,từng cơn gióthoáng qua nhẹ nâng cánh vút bay loài hoa trắng gió đưa bồ công anh vút bay làn gió cuốn gió cuốn bay đi đến nơi nào tìm nơi bình yên xa xôicuối chân trời mang một kiếp sống khốn khó bay đi hoài tìm nơi bình yên xa xôi mãi bay mãi bay bao giờ bình yên bao giờ mầm non vươn chồi màu xanh bao giờ bao giờ bao giờ làn gió cuốn gió cuốn bay đi đến nơi nào tìm nơi bình yên xa xôi cuối chân trời mang một kiếp sống khốn khó bay đi hoài tìm nơi bình yên xa xôi mãi bay mãi bay bay đi đâu tìm nơi bình yên bay đi đâu bay đi hoài nghe xa xôi bình yên chờ ta bay đi thôibay,rock-viet
Dòng Máu,Re, hiện chưa có lời bài hát nào cho dòng máu do ca sĩ recycle trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Gõ Cửa 15,Dép Tổ Ong,nơi đây niềm vui vô tận quả bóng lăn đồ chơi xe hơi đầy phòng nơi đây vòng tay ôm chặt từng tiếng ru từng miếng băng bàn chân rách toạc giờ đây ngăn kéo giữ những kí ức xưa khung hình níu lấy khuôn mặt thơ dại còn thời gian lặng trôi theo cơn mưa nếu một ngày nơi xa em muốn quay lại rồi một ngày em sẽ quay lại bước chân kia vội vã liệu còn ngày mai và sẽ một ngày nơi xa em muốn đi tìm dù cuộc đời như quá vô tình hai mươi đôi khi lâng lâng như quên mình nơi đây niềm vui vô tận quả bóng lăn lăn theo đôi bàn chân lấm lem bùn lầy nơi đây vòng tay ôm chặt ngày nước mắt thấm ướt qua mười hai trang sách dày và thời gian lặng trôi theo cơn mưa nếu một ngày nơi xa em muốn quay lại rồi một ngày em sẽ quay lại bước chân kia vội vã liệu còn ngày mai và sẽ một ngày nơi xa em muốn đi tìm dù cuộc đời như quá vô tình hai mươi đôi khi lâng lâng như quên mình solo nơi đây niềm vui vô tận nơi đây vòng tay ôm chặt nếu một ngày nơi xa em muốn quay lại rồi một ngày em sẽ quay lại bước chân kia vội vã liệu còn ngày mai và sẽ một ngày nơi xa em muốn đi tìm dù cuộc đời như quá vô tình hai mươi dường như quên mình,rock-viet
Mưa Bóng Mây,Mèow Lạc,nắng thu rơi ngoài hiên nhòm qua ô cửa nhỏ tầng mây vẫn cứ trôi êm đềm tìm em góc phố đông người tầng mây vẫn cứ trôi những lo âu nằm sâu tâm trí anh rối bời tầng mây vẫn cứ trôi êm đềm anh chẳng muốn biết đâu thế gian rộng lớn tầng mây vẫn cứ trôi thoáng qua em chẳng nói điều chi khi em chợt tới làn mưa bóng mây bóng mây vội đến rồi đi bỗng thấy em lại tới làm anh xuyến xao một chốc làn mưa bóng mây bóng mây vội đến rồi đi lộ ánh mặt trời,rock-viet
Rock Vầng Trăng,Võ Minh Lâm,một bầu trời rực sáng soi ánh trăng lòng ngập tràn mong nhớ về tuổi thơ bồi hồi nhìn đàn chúng em đùa vui rộn ràng đèn trong tay lung linh nến cùng bạn bè ngồi dưới ánh trăng vàng kể chuyện ngày xưa lúc còn bé thơ đèn hồng hồng xanh tím đèn quay nhanh cùng hòa nhịp hát vui cùng vầng trăng hỡi chị hằng nga chú cuội ngồi mơ đến ngày về trái đất kia có bầy trẻ thơ đang ngồi nghe chuyện chuyện bà kể nghe đời xưa hãy hòa đàn ca khúc nhạc tình tang thỏ ngọc tung tăng dưới trăng chú cuội ngẩn ngơ tính chuyện năm xưa giờ ngồi làm thơ tiếc hoài,rock-viet
Tấm Cám,Nhã Ca,một ngày hè vắng đến bên mẹ ngồi từng lời mẹ hát những câu chuyện đời chuyện về nàng tấm sống mang phận hèn tìm một áng mây khó qua đêm ngày ngày nào sẽ đến giấc mơ thật hiền ngày nào sẽ hết những nỗi ưu phiền ngày nào lời hát sẽ mang nhiệm màu ngày nào trái ngang sẽ trỏi qua cầu ôi những chuyện xưa sao buồn đến thế đầu mây vầng trăng cõi đời nhân thế đêm mau dịu cay nghe chuyện cổ tích cô tấm ngày xưa có còn như xưa cho em câu hát không mang oán hận dù nhiều đắng cay cho tôi cô tấm khi xưa vẫn yên dù đời đổi thay,rock-viet
Thuyền Và Biển,UnlimiteD,chỉ có thuyền mới hiểu biển mênh mông nhường nào chỉ có biển mới biết thuyền đi đâu về đâu những ngày không gặp nhau biển bạc đầu thương nhớ những ngày không gặp nhau lòng thuyền đau rạn vỡ nếu từ giã thuyền rồi biển chỉ còn sóng gió nếu phải cách xa em anh chỉ còn bão tố nếu phải cách xa em anh chỉ còn bão tố,rock-viet
Không,Re, hiện chưa có lời bài hát nào cho không do ca sĩ recycle trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Không Có Người,Kim Thành,anh đã xa tôi rồi chỉ còn hoàng hôn nắng tắt anh đã xa tôi rồi chỉ còn chiều buồn hiu hắt tôi ngồi giữa trời một mình tôi thôi mưa gió sao không về chiều buồn ngày tôi biết khóc nhung nhớ bao tháng ngày chỉ còn phòng không chiếc bóng thôi rồi kỉ niệm giờ là hư vô kìa lá thu rơi kìa lá vàng rơi anh xa tôi rồi chiều xin ngừng trôi để thấy tôi buồn để thấy nước mắt thấy bóng thẫn thờ dài trên đường phố để thấy con người tình sao mà thế chim muông trên cành còn bạn còn đó vậy mà tôi một mình một tôi mà thôi thế giới cũng buồn khi tôi không có người tôi đứng bên lưng đồi trông chờ một giây phút cuối tôi thấy bên lưng đồi chiều muộn chiều tàn nắng cuối bỏ chạy bỏ ngày chỉ còn đêm thôi tôi nhớ tôi đã ngồi vời người một chiều nắng tắt tôi nhớ tôi đã kề bên một vòng tay rắn chắc vậy mà bây giờ chiều bỏ tôi đi kìa lá thu rơi kìa lá vàng rơi anh xa tôi rồi chiều xin ngừng trôi để thấy tôi buồn để thấy nước mắt thấy bóng thẫn thờ dài trên đường phố để thấy con người tình sao mà thế chim muông trên cành còn bạn còn đó vậy mà tôi một mình một tôi mà thôi thế giới cũng buồn khi tôi không có người,rock-viet
Tiếu Ngạo Giang Hồ,Sagometal,sagometal giang hồ lòng người hiểm độc giang hồ 1 kiếp phong ba con người lòng nhiều căm thù con người trọn 1 kiếp đam mê giang hồ thì đầy hiểm họa là bạn sao mãi tận diệt nhau chánh tà 2 phái giang hồ sao còn sao mãi tàn độc chà đạp nhau chính phong khúc dương chánh tà 2 phái giang hồ tấu khúc tiếu ngạo kiếp sau xin chớ làm người xin làm mây bay khắp phương trời kiếp sau xin chớ làm người xin làm gió thỏang qua cuộc đời giang hồ lòng người tàn độc lòng người chỉ là gươm đao lệnh hồ đại ca ngất trời đông phương thần giáo vang danh giang hồ thì đầy hiểm họa là bạn sao mãi tận diệt nhau chánh tà 2 phái giang hồ sao còn sao mãi tàn độc chà đạp nhau chính phong khúc dương chánh tà 2 phái giang hồ tấu khúc tiếu ngạo kiếp sau xin chớ làm người xin làm mây bay khắp phương trời kiếp sau xin chớ làm người xin làm gió thỏang qua cuộc đời chính phong khúc dương chánh tà 2 phái giang hồ tấu khúc tiếu ngạo hời người bạn ơi mang hận thù đổi lấy tình yêu người hời người bạn ơi mang yêu thương đến với căm thù kiếp người thỏang qua mau sao ta còn chê bai ghét mãi nhau bước giang hồ nay cách xa những thấp hèn đạp lên gian dối này hỡi người bạn ơi lấy tâm hồn cười vang với đời này hỡi người bạn ơi ta không thèm lòng tham với đời chỉ là giấc mơ thôi nay ta còn niềm tin mãi thôi chỉ còn lại sương trong bóng đêm bước giang hồ vang xa mãi mãi giang hồ cười vang thói đời giang hồ cười vang thế đời vẫn cười vang thế gian vẫn cười vang mãi mãi,rock-viet
Giây Phút Uyên Ương,Thủy Triều Đỏ,rồi ta chia tay con tim yêu thương bỗng vỡ tan tan bao đam mê khi xưa uyên ương bỗng thấy mình biết đớn đau để lòng như chiếc lá lang thang trong mưa mơ nắng thu dẫu buồn vẫn long lanh câu yêu một thời đắm say rồi thời gian trôi mau cho ta rêu phong những kiếp mơ đêm trên đôi vai hoang vu con tim đâu những bình minh vui bước chân vì thời gian bên nhau qua mau qua mau như thoáng mơ âm thầm gió cuốn theo chân ai một thời đã xa đã xa sẽ còn mãi trong trái tim ta khát khao hôm nào dẫu cho gió cuốn trôi về nơi xa xôi năm tháng bên nhau một giây uyên ương mãi theo ta suốt cuộc đời ta tìm quên trong nỗi nhớ ai buồn dâng theo những chốn vui dẫu thời gian nào dễ phôi pha mong một giây xưa dẫu nắng phai một giây xin cho nhớ nhung chỉ thế thôi thế thôi cũng sẽ là vẫn còn mãi yêu sẽ còn mãi trong trái tim ta khát khao hôm nào dẫu cho gió cuốn trôi về nơi xa xôi năm tháng bên nhau một giây uyên ương mãi theo ta suốt cuộc đời,rock-viet
